label,text,target,pred,tensor
Personal,সিঙ্গেল মেয়েদের দুধু আর বারোভাতারি মেয়ের দুধু ,0,0,"tensor([9.8343e-01, 6.1096e-04, 8.2977e-04, 3.2256e-04, 1.4803e-02],
       device='cuda:0')"
Religious,গুমহারাম এই মালাউন গরুর বাচ্চা বাংলাদেশে ,2,2,"tensor([5.2427e-04, 3.9581e-04, 9.9843e-01, 4.3100e-04, 2.2390e-04],
       device='cuda:0')"
Religious,বেজন্মামিডিয়া মালাউনের পক্ষ নিয়া পাকিস্তানের বালও ছিড়তে পারবেনা।মালাউনরা মুত খাওয়ার জাত ।মুতের কোনো ভিটামিন নাই।,2,2,"tensor([2.7956e-04, 4.0881e-04, 9.9863e-01, 5.3420e-04, 1.5159e-04],
       device='cuda:0')"
Political, সব রাজাকার মেরে ফেলা হউক অথবা পাকিতে পৌছে দেয়া হউক আমীন ,1,1,"tensor([7.6028e-04, 9.7914e-01, 1.7219e-03, 1.7731e-02, 6.5040e-04],
       device='cuda:0')"
Personal,মাইর গুলা কেমন লাগলো৷ বাশ এর বাড়ী ,0,4,"tensor([5.4197e-02, 1.7834e-03, 4.4751e-04, 3.0023e-03, 9.4057e-01],
       device='cuda:0')"
Personal,এক্সের হোগায় কী বেশি কারেন্ট? বিক্রি করে ফেলুন ,0,3,"tensor([4.7100e-04, 3.0229e-03, 1.5877e-04, 9.9594e-01, 4.1231e-04],
       device='cuda:0')"
Geopolitical,সর্বউচ্চ ভারতের সাথে গরু আনা নেওয়ার ব্যাপারে আলোচনা হতে পারে,3,3,"tensor([2.2166e-04, 2.5905e-04, 5.3970e-04, 9.9874e-01, 2.3822e-04],
       device='cuda:0')"
Personal,মাগি ডা অনেক সেক্সি হয়ে গেছে,0,0,"tensor([6.4691e-01, 4.6533e-03, 3.6300e-04, 2.5369e-03, 3.4554e-01],
       device='cuda:0')"
Religious,"একটা দুইটা নাস্তিক ধর, ধইরা ধইরা জুতা পেটা করে দেশ ছাড়া কর ",2,0,"tensor([0.9826, 0.0048, 0.0065, 0.0048, 0.0013], device='cuda:0')"
Personal,এই সব পতিতা মানুষিকতার মেয়েরা আমাদের দেশের আবর্জনা,0,4,"tensor([1.0351e-03, 8.3252e-04, 2.3864e-03, 1.3707e-03, 9.9438e-01],
       device='cuda:0')"
Religious,দেবতাদের গুরু বৃহস্পতি তার ভ্রাতৃবধূ মমতাকে ধর্ষণ করেন।,2,2,"tensor([9.1735e-04, 4.3504e-04, 9.9618e-01, 1.9483e-03, 5.1931e-04],
       device='cuda:0')"
Gender abusive,"এ মাগি একটা জাতিও বেইমান জাতিও, ক্ষানকী ",4,4,"tensor([1.0414e-02, 8.5606e-04, 9.2507e-05, 7.4400e-04, 9.8789e-01],
       device='cuda:0')"
Geopolitical,এদেশে কেউ নিরাপদ নয় তবে নিরাপত্তা দিতো এদেশের পুলিশ মিডিয়া মন্ত্রীরা যদি শ্রদ্বাবাজন শিক্ষক বা মানুষ গড়ার কারিগর না হয়ে ভারতের একটা ছাগল হতো তাহলে নিরাপত্তা নিশ্চিত করা যেত।,3,3,"tensor([1.3606e-04, 2.2426e-03, 1.8386e-04, 9.9722e-01, 2.2171e-04],
       device='cuda:0')"
Geopolitical,মার জঈিদের নিজের বাবা মারা যাওয়ার পর আসেনি ভারত সালা সুয়ার,3,3,"tensor([6.5636e-04, 3.3213e-04, 2.1821e-04, 9.9844e-01, 3.5283e-04],
       device='cuda:0')"
Personal,"প্রেম অন্ধ হয় , প্রেম একটা পবিত্র জিনিস এখানে সামাজিক সম্পর্কের বন্ধনের কোনো মূল্যে নেই , শুধু দু জনের মনে একে অপরের প্রতি ক্যায়ারনেস টাই ইম্পরট্যান্ট , তা ছাড়া এরা যদি বিয়ে ও করতো তাতে কি এমন মহাভারত ওষুদ্ধ হয়ে যেত ",0,0,"tensor([9.9625e-01, 2.9602e-04, 7.0468e-04, 1.9772e-03, 7.6805e-04],
       device='cuda:0')"
Geopolitical,মাওলানা নিজামীল রিভিউ খরিজের আগে ভারতীয় হাইকমিশনারের বৈঠক প্রধান বিচারপতির সাথে ফাঁসির পর হাসিনাকে আমন্ত্রণ ,3,3,"tensor([1.1529e-03, 1.4886e-03, 6.0449e-04, 9.9655e-01, 2.0384e-04],
       device='cuda:0')"
Geopolitical,ভারত দূষণ এর দেশ জে দেশে প্রতিনিয়ত নারী ধর্ষন হয় সে দেশ আর কতটুকু ভালো থাকবে,3,3,"tensor([3.7888e-04, 5.1930e-04, 1.8845e-04, 9.9829e-01, 6.2812e-04],
       device='cuda:0')"
Religious,গরু তোদের মা হাইরে একটা পশু মা হয় কেমনে??,2,0,"tensor([9.2551e-01, 5.0200e-03, 4.1721e-04, 1.0659e-03, 6.7983e-02],
       device='cuda:0')"
Personal,"অতিন্দদা, এটা কলিযোগকেও যদি পুখুরে ঝাঁপ দিয়ে আত্মহত্যা করতে চাই তবে ধাক্কা দিয়ে ফেলে দিন যদি বাঁচাতে যান তবে সে আপনাকে টেনে জলে নামিয়ে দেবে ",0,0,"tensor([9.9789e-01, 2.4423e-04, 2.8271e-04, 7.0015e-04, 8.7797e-04],
       device='cuda:0')"
Religious,ইসলামে বর্বরতা চারা আর কিছুই নয়। ,2,2,"tensor([6.9981e-04, 5.1832e-04, 9.9770e-01, 7.9724e-04, 2.8871e-04],
       device='cuda:0')"
Political,"লীগ বললে সংখ্যায় একটু অল্প অল্প মনে হয়।দল বললে সংখ্যায় একটু বেশি বেশি লাগে।এই যেমন ধরুন,জারজ দলপাপিয়া দল,ইয়াবা দল",1,1,"tensor([9.4168e-04, 9.9726e-01, 2.1597e-04, 6.1088e-04, 9.6806e-04],
       device='cuda:0')"
Personal,নিজেদের মৌলিক গানগুলোর হোগা মেরে নিজেকে লিজেন্ড ভাবা লোক ইনি ,0,0,"tensor([0.9872, 0.0015, 0.0053, 0.0048, 0.0013], device='cuda:0')"
Religious,ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না । কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র।,2,2,"tensor([1.7954e-04, 2.7951e-04, 9.9683e-01, 2.6304e-03, 7.9306e-05],
       device='cuda:0')"
Religious,"সানিউর কুত্তার বাচ্চা, তুর বোনেরে চুদমু তুর কান্দে ফালাইয়া, তুর মাইরে চুদমো তুর বাবার কান্দে ফালাইয়া, বান্দির বাচ্চা রেন্ডির সন্তান,",2,3,"tensor([0.0816, 0.0044, 0.0344, 0.8067, 0.0729], device='cuda:0')"
Political,মনে হয় এবার ইসলামী দলগুলোর সাথে এই অবৈধ সরকারের একটা লড়াই হবে,1,1,"tensor([2.0853e-03, 9.5794e-01, 3.6009e-02, 3.2734e-03, 6.9471e-04],
       device='cuda:0')"
Geopolitical,মায়ানমারে মুসলিমদের প্রতি অত্যাচার এতে সমবেদনা অাসে না ভারতে ট্রেন একসিডেনটে সমবেদনা দাদার প্রতি কত দরদ,3,3,"tensor([8.1346e-04, 1.6906e-04, 1.1997e-03, 9.9761e-01, 2.0791e-04],
       device='cuda:0')"
Personal,নারীদের দেখলে সাধারণ মানুষ ভালোবাসা অনুভব করে আর ছাত্রলীগ পাঁছার সাইজ মাপে ,0,0,"tensor([0.5416, 0.0188, 0.0022, 0.3855, 0.0519], device='cuda:0')"
Political,ছাত্রলীগ কি দেশের মানুষকে বলদ মনে করে!!! মারবে তারা সহানুভূতি জানাবে দলীয় প্রধান!! বাহ কি মহান নিয়ম।,1,1,"tensor([3.2833e-04, 9.9461e-01, 2.0531e-04, 4.4428e-03, 4.1364e-04],
       device='cuda:0')"
Political, মায়ানমারে মুসলিম হত্যার প্রতিবাদে ইসলামী ছাত্রশিবিরের প্রতিবাদ মিছিলে পুলিশের হামলা আর গ্রেপ্তার কিসের ঈঙ্গিত বহন করে??? ,1,2,"tensor([1.5851e-03, 1.3681e-03, 9.8388e-01, 1.2783e-02, 3.8530e-04],
       device='cuda:0')"
Religious,শহীদ মিনারে ফুল দেয়া এবং হিন্দুদের পূজার মধ্যে পার্থক্য নেই,2,2,"tensor([1.2397e-02, 6.1540e-04, 9.8548e-01, 7.5062e-04, 7.5713e-04],
       device='cuda:0')"
Personal,রাতে চৌদ্দবার হ্যান্ডেল মারার পর যখন টিকটক ভিডিও বানায় ,0,0,"tensor([9.9663e-01, 9.0737e-04, 8.4475e-04, 4.5149e-04, 1.1672e-03],
       device='cuda:0')"
Geopolitical,"আমেরিকা, রাশিয়া, চীন, এখন আমাদের কত ভাল বন্ধু, ঔখানে ইন্ডিয়া কোন চেটের বাল",3,3,"tensor([2.0344e-03, 4.4935e-04, 2.5790e-04, 9.9710e-01, 1.6133e-04],
       device='cuda:0')"
Geopolitical,বাংলাদেশবিরোধী পরাধীন পশ্চিমবঙ্গীয়রা নিজেদেরকে সাচ্চা ভারতীয় মনে করে থাকলে এগুলোর উত্তর দিয়ে দেখা তোদের দেশ এতই কাপুরুষ যে পাকিস্তানের বিরুদ্ধে যুদ্ধে কোনদিন জিততে পারিস নি। তোদের দেশ এতটাই অক্ষম যে মুক্তিযুদ্ধে বাংলাদেশের একক বিজয়কে নিজেদের বিজয় বলে দাবি করিস। তোরা এত অকৃতজ্ঞ যে বাংলাদেশীরা পূর্ব পাকিস্তানি হুমকি থেকে তোদের গোটা দেশকে পুনর্জন্ম দিয়ে গেলো তাদের সম্মান করতে শিখিস নি। তোরা এতই নালায়েক যে তোদের জাতীয় সঙ্গীতটাও নিজেরা রচনা করতে পারিস নি বাংলাদেশের যশোর জেলার বংশোদ্ভূত,3,3,"tensor([2.6164e-04, 5.9559e-04, 1.1332e-04, 9.9891e-01, 1.2055e-04],
       device='cuda:0')"
Gender abusive,সানাইয়ের পাছায় মাংস নাই । তাই ক্যামেরাম্যান পিছনের সাইট দেখায়নি । ,4,4,"tensor([0.0089, 0.0298, 0.0543, 0.0037, 0.9034], device='cuda:0')"
Geopolitical,সাকিব হলো আই পি এলের খেলোয়াড় টাকা যেখানে সাকিব সেখানে শালা ভারতের দালাল,3,3,"tensor([0.0277, 0.0292, 0.0036, 0.6654, 0.2742], device='cuda:0')"
Geopolitical,হিন্দুরা নির্যাতিত হলে ভারত কাঁদে খ্রিস্টানরা নির্যাতিত হলে আমেরিকা ও ইউরোপ কাঁদে বোদ্ধরা নির্যাতিত হলে চিন কাঁদে আর মোসলমানরা নির্যাতিত হলে কাঁদাতো দুরের কথা তাদের পাশে দ্বারানোর মত কাউকে খুজে পাওয়া যায়না হে আল্লাহ তুমি বিশ্বের সকল মুসলিম কে এক হওয়ার তোফিক দান কর।,3,3,"tensor([2.9504e-04, 5.8676e-04, 5.8165e-04, 9.9837e-01, 1.6575e-04],
       device='cuda:0')"
Religious, তর প্রফাইল নেইম টা আমি মালাউন হিজরা লিখা উচিৎ ছিল।তুই বেষ্যা মাগির পুত নেংটি দাতু চুরের বাচচা।তর মা তর চাচা জেঠা মামা খালু সবার সাথে চুদা দিয়া তরে সংমিসৃত সন্তান পয়দা করছে।তর মারে চুদি দাতু চিরের বাচচা তর মউত মোসলমানের হাতে মনেরাখিস ইনসা আল্লাহ।তোর আসেপাসেই কোন ঈমানদার তোকে নজরে রাখছে কাফেরের বাচচা। ,2,2,"tensor([3.7325e-04, 1.9809e-04, 9.9824e-01, 7.7763e-04, 4.0945e-04],
       device='cuda:0')"
Gender abusive,এর মুখে লাথি মারা উচিতপাগলী কোথাকার ,4,0,"tensor([9.2436e-01, 3.0171e-02, 5.4606e-04, 4.3838e-02, 1.0898e-03],
       device='cuda:0')"
Political,ঠাই দেন আপনারা ।মিডিয়াতে ভন্ডামি করেন আপনারা ।আপনাদের মুখে বঙ্গবন্ধুর নাম নিলে পাপ ইবে । গুনডা রাজাকার ভূমিদূস আখরা আওয়ামী লীগ । সুষ্ঠু নির্বাচন দেন তারপর দেখেন কি হয়,1,1,"tensor([4.1013e-04, 9.9594e-01, 6.3976e-04, 2.5997e-03, 4.0975e-04],
       device='cuda:0')"
Personal,টয়া কে বাজে লাগে তার কিছুই ভাল লাগেনা। ,0,0,"tensor([9.9593e-01, 2.6758e-03, 1.6507e-04, 2.9543e-04, 9.3632e-04],
       device='cuda:0')"
Personal,"আবাসিক হোটেলের সামনে ঘুরঘুর করা নিব্বাকে মাগীর দালাল জিজ্ঞেস করছে, তোর কি মাগী লাগবো? ",0,0,"tensor([0.3438, 0.2878, 0.0336, 0.2400, 0.0947], device='cuda:0')"
Personal,বাদরকে কখনো মুকতোর মালা দিতে নেই ,0,0,"tensor([0.9663, 0.0089, 0.0115, 0.0122, 0.0011], device='cuda:0')"
Personal,ভাই তোমাকে অনেক ধন্যবাদ ওদের মা মেয়ের কথা গুলো তুলে ধরার জন্য মেয়েকেও এক জায়গাতে ভাঙ্গা প্লেট দিয়ে বসিয়ে দাও ,0,0,"tensor([9.3475e-01, 5.7080e-04, 1.0915e-03, 1.1844e-03, 6.2404e-02],
       device='cuda:0')"
Political,শেখ হাসিনার উচিত শফিউল্লাহর বিচার করা। ,1,1,"tensor([8.6698e-04, 9.9067e-01, 1.5619e-03, 6.4861e-03, 4.1270e-04],
       device='cuda:0')"
Political,মার্কিন প্রেসিডেন্ট নির্বাচন এবং বাংলাদেশী বলদগুলোর প্রতিক্রিয়া হিজরার দল বিম্পি এবং তাদের সমর্থকদের শোকের মাতম। তারা কত আশায়ই না ছিল যে হিলারী জিতলে ইউনুসের মাধ্যমে যোগাযোগ করে হিজরাগুলোর হারানো পুরুষাঙ্গ কৃত্তিম পুরুষাঙ্গ দ্বারা প্রতিস্থাপন করে নিবে। কিন্তু হলোনা। আওয়ালীগ বা কুত্তালীগের নারীকুল এখন পাছার কাপড় মাথায় তুলে পাছা উপুড় করে চরকীর মত পাছা ঘুরাচ্ছে আর পুরুষগুলো গিয়ে চটাস চটাস করে তাদের পাছা চেটে খাচ্ছে আর উলাল্লা উলাল্লা ড্যান্স দিচ্ছে। তারাও একটু শঙ্কায় ছিল যে যদি হিলারী জিতলে হ,1,1,"tensor([1.3398e-03, 9.8935e-01, 3.9045e-04, 5.5074e-03, 3.4092e-03],
       device='cuda:0')"
Personal,তুরো আবালচোদা এইটা আমাদের বাংলাদেশে না এইটা কোলকাতায় জত্যসব পাগল এর দল না বুজেই কমেন্ট করে ,0,0,"tensor([9.6910e-01, 1.6033e-02, 9.1124e-04, 1.1943e-02, 2.0161e-03],
       device='cuda:0')"
Gender abusive,এরকম অনেক মানুষ আছে যারা দিন আনে দিন খায় কিন্তু এদের মত দেহব্যবসা করে খায় না এগুলো অভাব না এগুলো এদের স্বভাব ,4,0,"tensor([9.9707e-01, 6.5077e-04, 3.4218e-04, 1.0311e-03, 9.0686e-04],
       device='cuda:0')"
Personal,একটা সুখের সংসার কিভাবে মাটিতে মিশিয়ে দিতে হয় তা একমাত্র এই সব মহিলারা পারে ,0,0,"tensor([0.9010, 0.0043, 0.0017, 0.0023, 0.0908], device='cuda:0')"
Geopolitical,আমরা কোন দেশে বাসকরি হাসিনার কাছে আমার প্রশ্ন?যদি বাংলাদেশে বসবাস করে থাকি তাহলে মুসলিমরা আমাদের দেশে অগ্রাধিকার ভিত্তিতে জায়গা পাচ্ছে না কেন?নাকি ভারতের হুকুমের জন্য চেয়ে আছেন।,3,3,"tensor([2.3586e-04, 2.6416e-04, 8.8455e-04, 9.9839e-01, 2.2601e-04],
       device='cuda:0')"
Religious,জাকির নায়েক ধর্ম ব্যবসা বন্ধ করে দেওয়াতে এদের ঘুম হারাম হয়ে গেছে। ,2,2,"tensor([3.5118e-04, 3.8051e-04, 9.9872e-01, 3.7119e-04, 1.7686e-04],
       device='cuda:0')"
Political, এটাই হলো বাংলাদেশ পোশা কুকুর রাজাকার থাকবে ভাইরে ,1,1,"tensor([8.3360e-04, 9.8732e-01, 1.2009e-03, 9.0705e-03, 1.5787e-03],
       device='cuda:0')"
Religious, মালাউনদের শিকড উপডে দিয়ে ভারত মঽা সাগরে পেলে দিতে বলে। ,2,2,"tensor([2.1614e-04, 3.4446e-04, 9.9760e-01, 1.6046e-03, 2.3569e-04],
       device='cuda:0')"
Geopolitical,ভারত এমন একটি দেশ যার চার পাশের প্রতিটা দেশের নাগরিক রা গৃনা করে। এবং কি সংখা ঘনিস্ট হিন্দু দেশ নেপাল ও।,3,3,"tensor([1.9589e-04, 3.6876e-04, 6.1993e-04, 9.9860e-01, 2.1235e-04],
       device='cuda:0')"
Religious,বাইবেলে শয়তানকে সাপের সঙ্গে তুলনা করা হয়েছে,2,2,"tensor([1.2647e-02, 3.0608e-04, 9.8572e-01, 8.0224e-04, 5.2557e-04],
       device='cuda:0')"
Geopolitical,"শেখ হাসিনা মেরেও জিতেছে, কেঁদেও জিতেছে - বঙ্গবীর কাদের সিদ্দিকী ",3,1,"tensor([0.0121, 0.9532, 0.0020, 0.0288, 0.0038], device='cuda:0')"
Political,গনজাগরণের বিজয় হয়েছে। হেফাজতের বিদায় হয়েছে ,1,1,"tensor([1.2621e-03, 9.9096e-01, 1.3907e-03, 5.8748e-03, 5.0823e-04],
       device='cuda:0')"
Religious,"নাস্তিক ওরা হলো দুনিয়ার ময়লা, আবর্জনা আর নর্দমার কীট ভন্ড এক নাম্বার মিথ্যাবাদী ",2,2,"tensor([7.6592e-04, 3.2496e-04, 9.9806e-01, 3.0121e-04, 5.4648e-04],
       device='cuda:0')"
Geopolitical,বাংলাদেশে হায়দ্রাবাদে কিছুই করে নি। পাকি জারজ হয়ে এখন পাকিস্তানের মতই কথা বলা শুরু করেছে। হায়দ্রাবাদের নিজাম নিজে চুক্তি শাক্ষর করে। আপনারা জুন্মাল্যান্ড এর চাকমাদের উপর আর হিন্দুদের উপর যে জেনেসাইট চালাচ্ছেন সেটার বিচার ইতিহাস করবে। কাস্মিরে ধর্মের নামে কেউ মরে না জঙ্গিরা মরে। ধর্মের নামে মানুষ মারতে মুসলিমদের মত কেউ পারে না। বাংলাদেশের সাথে ভারতের তুলনা করেন কোন সাহসে? আপনাদের ঢাকা অন্যতম নুংরা রাজধানি আপনাদের স্যানিটেশন আমাদের থেকে ভাল না। ছোট গুরুত্বহীন দেশ তাই কেউ কেয়ার করে না। ছিলে,3,3,"tensor([3.7783e-04, 1.6038e-03, 1.0066e-03, 9.9670e-01, 3.0769e-04],
       device='cuda:0')"
Personal,খুবই সীমিত রেট ২০০ টাকা বিষয় টা আসলে দুঃখজনক ,0,0,"tensor([9.9290e-01, 4.9603e-04, 2.1858e-04, 5.8063e-04, 5.8037e-03],
       device='cuda:0')"
Personal, এইডা কি হল?? আমি তো ভাবলাম ফাসি হবে। বেচারা ,0,0,"tensor([9.9796e-01, 7.5800e-04, 3.8225e-04, 4.1402e-04, 4.8700e-04],
       device='cuda:0')"
Religious,হিন্দুরা ব্রিটিশদের আর্য মনে করে পূন্য লাভের আশায়  নিজেদের মা বোনদের যেভাবে কুঠিতে পাঠিয়ে চোদা খাইয়ে এলগো ইন্ডিয়ান আর রুশো ইন্ডিয়ান জাত তৈরি করেছে সেইভাবেই মনে হয় তোকে আমি তৈরি করেছি আয় ছেলে বুকে আয়।,2,2,"tensor([3.2798e-04, 1.4206e-03, 9.9667e-01, 1.4104e-03, 1.6726e-04],
       device='cuda:0')"
Religious,এ দেশে ইসলাম আছে থাকবে ইনস্সাল্লা কেই জদি ইসলামের সাথে লাগতে আসে দাহলে তাকে আমরা ছারবো না,2,2,"tensor([4.1053e-03, 9.0861e-04, 9.9313e-01, 1.5357e-03, 3.2397e-04],
       device='cuda:0')"
Geopolitical,হাজার হাজার মুসলিম মরছে সেই দিকে নজর নাই ভারতের জন্য ব্যথা প্রকাশ বাংলাদেশে রোহিঙ্গাদের পূর্নবাসনের ব্যবস্তা করা হোক অামরা মানবতার পাশে দাড়াতে চাই ।,3,3,"tensor([3.6698e-04, 2.2791e-04, 1.5602e-03, 9.9762e-01, 2.2545e-04],
       device='cuda:0')"
Personal,"বেবি একটা গান শোনাও তো, বাবু খাইসো, বাবু খাইসো?এটা কি বালের গান? ",0,0,"tensor([0.9825, 0.0026, 0.0011, 0.0012, 0.0126], device='cuda:0')"
Personal,আর এরা ছিঃ কোনো বলার মত ভাষা রাখলো নাএতো নোংরামি ছিঃ ,0,0,"tensor([9.9789e-01, 5.3430e-04, 1.2583e-04, 3.6251e-04, 1.0917e-03],
       device='cuda:0')"
Geopolitical,ভারতের পরাধীন করদরাজ্য পশ্চিমবঙ্গের বাসিন্দা রেফিউজিরা পূর্বপুরুষানুক্রমে ওদের ঔরসদাতা জেনেটিক্যাল বাপ বাংলাদেশের পিতৃত্ব স্বীকার না করে মারাঠী মারোয়ারী পাঞ্জাবী দ্রাবিড়দেরকে নিজেদের বাপ বলে ডাকে কিন্তু পশ্চিমবঙ্গীয়রা যে জন্মপরিচয়বিহীন একটা অবৈধ বেজন্মা জাতিগোষ্ঠী তা অবাঙালী ভারতীয়রা জানে বলেই পশ্চিমবঙ্গীয়দেরকে নিজেদের আজ্ঞাবহ ক্রীতদাস হিসেবে কাজে খাটায় ওসব পশ্চিমকাঙ্গালীদেরকে,3,3,"tensor([6.6460e-04, 2.4319e-04, 2.8801e-04, 9.9861e-01, 1.9825e-04],
       device='cuda:0')"
Personal,৩ নাম্বার মাল টার পাজামার ফিতা বের হয়ে আছে,0,4,"tensor([1.0005e-02, 1.7284e-03, 3.7839e-04, 1.0472e-03, 9.8684e-01],
       device='cuda:0')"
Gender abusive,"এই কলিকাতার খাংকিদের কারোনে, বাংলাদেশের বদনাম হয় বিদেশে, সবাই ভাবে জে ওরা বাংলাদেশের মানুষ ",4,3,"tensor([0.1917, 0.0332, 0.0018, 0.7710, 0.0023], device='cuda:0')"
Political, আইনের আওতায় নেয়াহয়না কেনো আমরা রাজাকার মুক্ত সোনার বাংলা দেখতে চাই ,1,1,"tensor([8.5541e-04, 9.5861e-01, 3.7238e-03, 3.5107e-02, 1.6998e-03],
       device='cuda:0')"
Political,বিশ্বজিৎ এর পর এবার খাদিজা। হাসিনা নিজেই একজন সন্ত্রাসীর মদদ দাতা।নিজের আচলের তলে সন্ত্রাসী জন্ম দেয়। আর দেশে বিদেশে নাটক করে বেড়ায় সন্ত্রাসীদের জায়গা বাংলার মাটিতে হবেনা। হাসিনার কুত্তালীগ এর সন্ত্রাসীরা এভাবেই দেশে সন্ত্রাসী কার্যক্রম চালায়। অথচ হলুদ কুত্তা মিডিয়া এই নিউজ সবার সামনে তুলে ধরেনা। এই কাজ ছাত্রলীগ না করে যদি ছাত্রদল কিংবা ছাত্রশিবির করত তাহলে মিডিয়া নিজেই তদন্তে নেমে পরত। এটা বাংলাদেশ এদেশের মানুষ বোকা বলে হাসিনা ও তার সন্ত্রাসী দল আওয়ামীলীগ একের পর এক সন্ত্রাসী কর্ম করে পার পেয়ে,1,1,"tensor([5.3205e-04, 9.9579e-01, 1.9113e-04, 2.6079e-03, 8.7646e-04],
       device='cuda:0')"
Geopolitical,ভারতে যদি মুসলিমরা আন্দোলন করতে পারে । তাহলে মায়ানমারে কেন পারে না?,3,3,"tensor([3.6000e-04, 2.9163e-04, 1.7360e-03, 9.9741e-01, 2.0023e-04],
       device='cuda:0')"
Religious, দেশের মানুষ কি এতই মূর্খ।যেখানে মালাউনের বাচ্চারাআমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে।না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়। ,2,2,"tensor([3.1360e-04, 3.3346e-04, 9.9846e-01, 7.0377e-04, 1.8579e-04],
       device='cuda:0')"
Personal,"আমি সরকারি চাকরি করি, তোমার এই এক কথায় তোমার দোন আমি মুখে নিতেও রাজি ",0,0,"tensor([9.9477e-01, 1.1756e-03, 1.4016e-03, 2.1107e-03, 5.4540e-04],
       device='cuda:0')"
Political,বিএনপি এখন হারে হারে বুঝতে পারছে যে ২১শে আগষ্ট গ্রেনেট হামলা তাদের কত বড় ভূল ছিল। ,1,1,"tensor([2.9868e-04, 9.9205e-01, 3.9117e-04, 6.9454e-03, 3.1520e-04],
       device='cuda:0')"
Personal,আমি কী করছি আমারে মারেন কেন?,0,0,"tensor([9.9615e-01, 9.8009e-04, 9.0939e-04, 8.9464e-04, 1.0700e-03],
       device='cuda:0')"
Geopolitical,থলের বিড়াল বেরিয়ে আসা শুরু করলেই হায়নারা ক্রসফায়ার নাটক শুরু করে ,3,1,"tensor([6.0544e-03, 9.7938e-01, 3.7280e-04, 6.6884e-03, 7.5013e-03],
       device='cuda:0')"
Personal,বাল গুনে ছেড়ে দিলেও ম্যাগাজিন অনুষ্ঠান। ,0,0,"tensor([9.9430e-01, 2.9436e-03, 6.3465e-04, 8.4050e-04, 1.2765e-03],
       device='cuda:0')"
Personal,বেহায়ার মত এমন পর্ণ ভিডিও বানাইতাছে ,0,0,"tensor([9.1931e-01, 1.5237e-03, 4.4251e-04, 6.2012e-04, 7.8108e-02],
       device='cuda:0')"
Personal,"নোরা ফাতেহির নিতম্বে হাত, ভাইরাল ভিডিও নিয়ে মূখ খুললেন তিনি যার হোগা তার খবর নাই, জনগনের ঘুম নাই ",0,3,"tensor([0.2645, 0.0019, 0.0045, 0.7266, 0.0025], device='cuda:0')"
Religious,"দিবাকর পাগল যুক্তি নেই স্লোগানেই মন্ত্র নেই অতএব সে কিছুই জানেনা,",2,0,"tensor([0.9546, 0.0079, 0.0227, 0.0015, 0.0132], device='cuda:0')"
Religious,"ওর কথা হচ্ছে, “আমি গাছ-বলদ মালায়ন” আমার সাথে কেন দলিল দিয়ে কথা বলে! দামড়া-বলদের সামনে দলিল-প্রমান-যুক্তি সবই অকেজো ।",2,2,"tensor([0.0178, 0.0159, 0.9553, 0.0082, 0.0028], device='cuda:0')"
Gender abusive,তিন স্বামীর আদর খাওয়ার পুষ্টি শরীরে কাজে লাগছে। ,4,0,"tensor([9.5482e-01, 2.5172e-03, 5.3771e-04, 9.9848e-04, 4.1125e-02],
       device='cuda:0')"
Personal,"কুত্তার পেটে ঘি হজম হয় না,  চাওয়ার থেকে পাওনা বেশি হলে যা হয় আর কি ",0,0,"tensor([9.9576e-01, 1.9492e-03, 2.6429e-04, 9.4270e-04, 1.0792e-03],
       device='cuda:0')"
Religious,যুগে যুগে তোদের ধর্মগুরুরা পল্টি মেরেছে তোদের ধর্ম ব্যবসা টিকিয়ে একসময় বলতো গাছের প্রান নাই গাছ খাওয়া যাবে যখন প্রমান হলো গাছের প্রান আছে তখন বলে আরে গাছের ইন্দ্রিয় দুইটা কম তাই গাছ খাওয়া যাবে ।,2,2,"tensor([1.0071e-03, 4.3868e-04, 9.9767e-01, 5.3509e-04, 3.5249e-04],
       device='cuda:0')"
Personal,"কুরকুরে শেষ হওয়ার পর, কুরকুরের মসলা-টা চেটে খাওয়ার মজাই আলাদা ",0,0,"tensor([7.9552e-01, 2.4809e-03, 6.5732e-04, 9.6708e-03, 1.9167e-01],
       device='cuda:0')"
Political,কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন,1,1,"tensor([8.6230e-03, 9.6575e-01, 5.5552e-04, 1.7766e-02, 7.3078e-03],
       device='cuda:0')"
Geopolitical,"ওরে বাপরে! জান নিয়া পালাই, এমনিতেই ৫০% ভোটের অধিকার কেড়ে নিয়েছে আওয়ামীলীগ ",3,3,"tensor([8.5423e-04, 6.8651e-04, 4.2126e-04, 9.9781e-01, 2.3174e-04],
       device='cuda:0')"
